Map ID,MapArea,MapMaker,MapYear,MapHeight,MapWidth,MapTitle,description,MapPrice,MapInfoMemo,Location (Physical),tag
1983,Piranesi,"Piranesi, Giovanni Battista",1780c,28,40,"Desegno Di Un Soffitto distribuito a vari scompartimente di Stucco, che si vede in une della grandiose Stanze nella Villa Adriana",Large two sheet engraving of a ceiling from the Villa Adriana outside Rome.,2800,,15,KEEP
1984,Piranesi,"Piranesi, Giovanni Battista",1767,16,19,Iscrizioni de Soldati Pretoriani,"Tombstones of the Praetorian Guard, sharply engraved. Signed in the plate by Piranesi",325,,15,KEEP
1987,Piranesi,"Piranesi, Giovanni Battista",1767,14,8,Pianta Della Spelonca Ornata,Architectural Piranesi engraving.,110,,15,KEEP
1988,Piranesi,"Piranesi, Giovanni Battista",1767,14,8,Pianta Delle Camere Sepolcrali..,Architectural Piranesi engraving.signed,245,,15,KEEP
1990,Piranesi,"Piranesi, Giovanni Battista",1767,14,8,Pianta del Mauseleo di Ottaviano,Architectural Piranesi engraving.,375,,15,KEEP
1991,Piranesi,"Piranesi, Giovanni Battista",1767,14,8,Piantaa e Sezione dell'istessa piscina,Architectural Piranesi engraving. A swimming pool imagined from the Roman ruins.,265,,15,KEEP
1992,Piranesi,"Piranesi, Giovanni Battista",1767,14,8,Sezione Prospettica Dell' Anfiteatro Albano,Design of an amphitheater  and topographic view.,365,,15,KEEP
1963,Piranesi,"Piranesi, Giovanni Battista,Rome",1767,17,20,Pianatia e Frammenti della Camera sepolcrate...Vigna Casali a Porta S.Sebastiano,Architectural engraving.Signed.,485,,15,KEEP
1964,Piranesi,"Piranesi, Giovanni Battista,Rome",1767,15,21,Pianta Geometrica di una Maarmorea antica Tavola delle sorti Circensi,Architectural engraving.,385,,15,KEEP
1966,Piranesi,"Piranesi, Giovanni Battista,Rome",1767,16,19,Iscrizioni de Soldati Pretoriani,Tombstones of the Praetorian Guard.signed,350,,15,KEEP
1968,Piranesi,"Piranesi, Giovanni Battista,Rome",1767,16,24,Sezione per Lungo ed Elevazione Ortografica dello Stesso Delubro.,Large architectural view of an antique building with details.,675,,15,KEEP
1969,Piranesi,"Piranesi, Giovanni Battista,Rome",1767,16,19,Iscrizioni de Soldati Pretoriani,Tombstones of the Praetorian Guard.Dramatic.signed,325,,15,KEEP
1970,Piranesi,"Piranesi, Giovanni Battista,Rome",1767,18,19,Pile Cinerarie di Marmo,Excavated ancient burial dishes.Dramatic.signed,450,,15,KEEP
1973,Piranesi,"Piranesi, Giovanni Battista,Rome",1767,18,19,"Pianta, E Spacc.. Delle Tre Sale Sepolcrali.",Grand architect. view and plan of an antique sepulchre of the family Augustus.Signed.,750,,15,KEEP
1974,Piranesi,"Piranesi, Giovanni Battista,Rome",1767,15,20,Questa Iscrizione della Facciata delle Camere Sepolcrali..,Finely engraved view of an antique engraved stone and some artifacts found with it.signed.Dramatic.signed.,485,,15,KEEP
1975,Piranesi,"Piranesi, Giovanni Battista,Rome",1767,16,19,Iscrizioni de Soldati Pretoriani,Tombstones of the Praetorian Guard.Dramatic.signed,385,,15,KEEP
1997,Piranesi,"Piranesi, Giovanni Battista,Rome",1767,16,19,Iscrizioni de Soldati Pretoriani,Tombstones of the Praetorian Guard.Dramatic.signed,385,,15,KEEP
1998,Piranesi,"Piranesi, Giovanni Battista,Rome",1767,18,16,Inscrizione Frammenti della Stanza sepolcrale vicina a quella di L.Arrunzio,Antique carved and labelled fragments.Dramatic.signed,385,,15,KEEP
1999,Piranesi,"Piranesi, Giovanni Battista,Rome",1767,18,16,Inscrizione Frammenti della Stanza sepolcrale vicina a quella di L.Arrunzio,Antique carved and labelled fragments.signed.Dramatic.signed,495,,15,KEEP
2000,Piranesi,"Piranesi, Giovanni Battista,Rome",1767,18,16,Inscrizione Frammenti della Stanza sepolcrale vicina a quella di L.Arrunzio,Antique carved and labelled fragments.signed.Dramatic.signed,435,,15,KEEP
3461,Balbec,Roberts,1840c,9,5,Balbec from the Fountain,"Frontis of The Holy Land,",45,,15,KEEP
1262,David Roberts,"Roberts, David",1844,14,20,Chapel Of Convent Of St. Catherine On Mt. Sinai,The convent of St.Catherine is far down in the desert.see description in reprint of book.,625,500 in 04,15,KEEP
1902,David Roberts,"Roberts, David",1844,14,20,"Encampment of the Oulad-Said, Mt.Sinai",Encampment at Mt.Sinai.Sepia tones.,735,,15,KEEP
1903,David Roberts,"Roberts, David",1841,10,13,Golden Gate of the Temple Showing Part of the Ancient Walls,Sepia tones.half-plate,485,,15,KEEP
1904,David Roberts,"Roberts, David",1843,10,14,Jaffa,Sepia tones. Half-plate,450,,15,KEEP
1905,David Roberts,"Roberts, David",1841,10,14,"Stone of Unction, Church of the Holy Sepulchure",Sepia figural scene in the Church of the Holy Sepulchure.,385,,15,KEEP
1906,David Roberts,"Roberts, David",1841,20,13,Baalbec,Large dramatic view of the temple ruins with foreground figures,685,900 in 04,15,KEEP
1907,David Roberts,"Roberts, David",1841,13,20,Suez,Large dramatic view of the city with foreground figures.Sepia tones.,745,,15,KEEP
1908,David Roberts,"Roberts, David",1843,14,20,"Tsur, Ancient Tyre from the Isthmus",Large dramatic view of the city with foreground figures.Sepia tones.,685,600 in 04,15,KEEP
1909,David Roberts,"Roberts, David",1841,13,19,Descent upon the Valley of the Jordan,Sepia tones.Well known scene.,745,600 in 04,15,KEEP
1910,David Roberts,"Roberts, David",1842,13,19,Chancel of the Church of St. Helena,Sepia tones.Well known scene.,750,,15,KEEP
1912,David Roberts,"Roberts, David",1842,14,21,"Lower End of the Valley Showing the Acropolis, Petra",View of Petra..Signed in plate.,745,,15,KEEP
1913,David Roberts,"Roberts, David",1841,10,13,"Fountain of Siloam,Valley of Jehoshaphat",Sepia tones. Half-plate,325,,15,KEEP
1914,David Roberts,"Roberts, David",1844,10,14,"Fortress Of Akabah, Arabia Petraea","Sepia view of the remote fortress with mountains nearby, some foreground figures. Half-plate",245,,15,KEEP
1915,David Roberts,"Roberts, David",1842,10,14,"Tomb of Aaron, Summit of Mt.Hor",Figural view of the mountain summit. Half-page,485,,15,KEEP
1916,David Roberts,"Roberts, David",1842,10,14,"Mt.Seir, Wady el Ghor",View of Arab desert encampment.Figures.  Half-plate,435,,15,KEEP
1917,David Roberts,"Roberts, David",1843,10,13,"Ramla, Ancient Arimathea",Sepia view of the city with figures in the foreground.half-plate,345,,15,KEEP
1918,David Roberts,"Roberts, David",1842,10,13,"Encampment of Pilgrims, Jericho",Well known scene.Sepia tones. Half-plate,600,,15,KEEP
1919,David Roberts,"Roberts, David",1843,13,20,Caiphas Looking Toward Mt. Carmel,Well known scene.Sepia tones.,735,,15,KEEP
1920,David Roberts,"Roberts, David",1844,10,14,"Jenin, Ancient Jezreel",Sepia tones.half-plate,335,,15,KEEP
1921,David Roberts,"Roberts, David",1842,10,14,Bethany,Sepia tones.Foreground figures with view of the city.Peaceful. Half-plate,385,,15,KEEP
1922,David Roberts,"Roberts, David",1842,12,10,Arabs of the Tribe of the Benisaid,Sepia tones.Dramatic figure. Half-tones,485,,15,KEEP
1923,David Roberts,"Roberts, David",1844,10,14,"Temple On Gebel Garabe, Called Surabit El Khadim",Sepia tones.half-plate,285,,15,KEEP
1924,David Roberts,"Roberts, David",1845,10,14,Quay at Suez,Sepia tones.half-plate.,385,,15,KEEP
1925,David Roberts,"Roberts, David",1841,10,14,"Lower Pool of Siloam, Valley of Jehoshaphat",Sepia view. Half-plate,345,,15,KEEP
1926,David Roberts,"Roberts, David",1842,14,16,Bethlehem,Sepia scene of Bethlehem from an outcropping with foreground figures.Signed in the plate.,745,,15,KEEP
1927,David Roberts,"Roberts, David",1844,10,14,The Convent of St. Catherine Mount Sinai,Sepia scene,450,,15,KEEP
1928,David Roberts,"Roberts, David",1842,10,14,Gebil Hor,Sepia scene. Half-plate,250,,15,KEEP
1929,David Roberts,"Roberts, David",1843,10,14,"Christian Church of St. George at Lud, ancient Lydda",Sepia view.half-plate,375,,15,KEEP
1930,David Roberts,"Roberts, David",1841,10,13,"Absaloms Tomb, Valley of Jehoshaphet",Sepia view. Half-plate,385,,15,KEEP
2038,David Roberts,"Roberts, David",1844,10,14,"Circular Temple, Balbec",Handcolored view of the circular temple at Balbec.,245,,15,KEEP
3363,David Roberts,"Roberts, David",1849*,14,10,The Letter Writer,Text below describes the scene.Sepia tones.Later edn.,295,,15,KEEP
3364,David Roberts,"Roberts, David",1846,14,20,Convent Of St. Catherine,Large figural scene.Sepia tones. Printed title below.,725,,15,KEEP
3365,David Roberts,"Roberts, David",1841,13,19,Crypt Of The Holy Sepelchure,Large figural scene.Sepia tones.Printed title below.,735,,15,KEEP
1933,Holy LandDavid Roberts,"Roberts, David",1848,7.5,9,Caiphas Looking Toward Mt. Carmel,Well known scene.Sepia tones.,110,,15,
491,Cyprus,,1895,3,4,Cyprus,from a late 19th C.atlas.,20,,16,SELL
512,Italy,,,5,3.5,venice view,Hand colored view,10,,16,SELL
5830,Photo,,1870c,6.75,9.25,"Porto Nuiva, Palermo, Sicily",A man stands in front of the  portal,45,sharp with good to0nes,16,SELL
5171,photo sicily,,18,8.5,7,"Troubadors at Teatro Greco, Taormina,Sicily",Charming scene of troubodors,35,,16,
5841,Sicily,,1870c,9,10,Bagno di Diana (Siracusa),Photograph,,,16,SELL
153,italy,Arrowsmith,1820*,10,13,South Italy,Hand colored map of Southern Italy and Sicily.,95,,16,SELL
5344,italy,Bertius,1616,3,5,Piedmont,Miniature Ortelius map of the area .Hand color.North is to the left.,95,,16,SELL
659,Italy,Blaeu,1660c,15,10,Territorio Cremasco,Typical Blaeu map shows the area around Crema.A nice cartouche defines the title. Verso in Dutch.Early color.,175,,16,SELL
5804,Italy,Bonne,1766,8,11,"Carte de La Gaule Cisalpine, de La Ligurie, et des Pays Voisins","Historical map of the Cisalpine area and northern Italy,Roman era.",45,,16,SELL
1034,Spain,"Bonne, M.",1762,10,14,"Castille Nouvelle, et Royaume de Valence","Castille and Valencia and nearby areas.Hand colored.Madrid,Alicante, etc",95,,16,SELL
4651,Italy,Bradford,1837,10,8,Italy,Hand colored map of Italy from a Bradford atlas.,95,,16,SELL
5478,Greece,Carey & Lea,1820,17,20,Geographical and Statistical Map Of  Greece,Large hand colored map of  Ancient Greece with historical text surrounding the hand colored map.,235,,16,SELL
190,Greece,"Chatelain,Atlas Historique",1719c,13,17,"Carte Historique Et Geographique De L'Ancienne Grece,Avec Les Remarques Curieuses Pour l'intelligece de l' histoire",Map of Ancient Greece . Describes the Sige of Troy and history.Finely engraved.Colored,485,,16,SELL
192,greece,"Chatelain,Atlas Historique",1719,13,18,Cronologie  Historique des Rois et Different Etats de L'Ancienne Grece avecdes Remarques curieuses sur l'histoire prophane,"Maps of Ancient Greece beautifully engraved.Details of Athens,Thebe,Corinthe,Megare,Delos. Some color",400,,16,SELL
193,Italy,"Chatelain,Atlas Historique",1719c,14,17,L'Italie dans son Premier Establissment sous La Republique Romaine dans la division p,Map of ancient Italy with inset of Rome and triumphal procession.Finely engraved.,385,,16,SELL
194,italy,"Chatelain,Atlas Historique 1/18",1719c,14,18,"Carte Historique,Chronologique et Geographique de L'Empire Romain ou l'on fait observ","A map of the Roman Empire in all its glory.Panels full of information. Finely engraved, wide margins..Uncolored as issued.",375,,16,SELL
340,Greece,"Chatelain,Atlas Historique VOL-5",1719c,16,17,Carte de la Grece.contenant l'etat present de l'eglice grecque.Eglise Grecque,"Views of Greek clergy.with discussion,small map of Greece.",400,,16,SELL
2681,Greece,Coronelli,1696c,15,11,Isola del Calojero,Turkish isl. In N.E. Aegean off W.coast of Turkey.Station of the Greek fleet in Trojan ledgend.Used by Xeres in Persian War.AR,385,,16,SELL
651,Italy,"Coronelli, P.",1695,6,8,Evechez de Bresse et de Bergame avec Le Duche de Milan,Finely engraved map of part of Northern Italy around Como and the Italian Lake country.Coronelli was one of Italy's leading cartographers.Old color.,125,,16,SELL
2677,Greece,"Cowperthwaite, T.",1850*,12,15,Greece,"Hand colored map of Greece,inset Crete.",235,a,16,SELL
755,GreeceSouth America,de Wit,1650,17.25,21.25,Hellas Seu Graecia  universa/ auctore L.Laurenbergio,"map 0f Greece, colored.",1400,a,16,SELL
2601,Greece,"Delisle,G.",1730c,18,25,Greciae Pars Septentrionalis,Large map of northern Geece and Macedonia.Some old outline color.,385,450 Cartograph. N.Y. '16/,16,SELL
5553,Italy,DeWit,1690c,20,22,Status Reipublicae Genuensis Status et Ducatus Mediolansensis Parmensis et Montisfer-,"Old color, N.W.Italy. Genoa to Como.Parma to Torino. Putti adorn the cartouches.Backed.",375,,16,SELL
2686,Corsica,"Faden, Wm.",1793,8,13,(Five Harbors of Corsica),five harbors of Corsica,85,,16,SELL
3898,Greece,G.C.,18--,8,8,Tartaro,"Copper plate engraving Tartaro(Tataros,ancient Greek).The subterranean region,doleful and dark,the abode of the wicked dead, where they suffer punishment for their evil deeds.(Hell)",65,,16,SELL
587,Turkey,Gleason's,1853,14,20,Constantinople,dp view of the city,110,,16,SELL
854,Turkey,Gleason's,1870c,14,10,U.S.Sloop-0f-War Entering the Harbor of Smyrna,Wood engraving scene with text,20,,16,SELL
2062,Italy,Hansermann,1879,11,17,Plan de la Ville de Rome,"Interesting map of Rome,1879.Color printed.Damage to area of upper margin.Three tables identify bldgs, monuments, etc.",45,,16,SELL
4076,Italy,Harpers,1856,14,21,The City of Rome As It Is,Double pg view.,45,,16,SELL
4441,Italy,Harpers,1859,10,20,General View of the City of Rome,Double pg. View of Rome.Wood engraving.,125,,16,SELL
4431,Italy,Ill.London News,1859*,10,11,"The Castle and Bridge of St.Angelo,Rome",Wood engraving.,65,,16,SELL
3053,Medit.,Jansson,1666,15,20,Argonautica,"Jason&Argonauts travels in their quest to capture the Golden Fleece from King of the Colchis,far eastern shore Black Sea.Three insets. The myth according to Orpheus account,they went noth up the Don to Arctic ,Atlantic, back to Medit. Thru Pillars of Herc",750,"should be colored. Ortelius also mde this map,earlier.",16,SELL
660,Italy,"Jansson, J.",1667,15,19,Il Bellunese Con il Feltrino,A large map of northern mountainous Italy.verso French text.,295,450E?date,16,SELL
647,Italy,"Jansson,J.",1633,15,19,Territorium Tridentinum,Mountainous northern Italy.Garish color.Verso Latin text,235,,16,SELL
4148,Italy,Johnson,1864,24,15.5,Johnson's Italy,Two d.p. maps of Italy (2 copies),70,,16,SELL
9997,Greece,Mallet,1683,6,4,Isle de Sio et de Psara,"Sio = Chios, Greek island just off Turkish coast, near Izmir.colored.",95,,16,SELL
4483,Italy,Mercator/Hondius,1606,13,18,Tuscia,"From a Mercator atlas produced by Hondius.Shot silk seas,fine dark engraving.Latin text, verso.  Strapwork cartouche helps date the map to late 16th, early 17 Cent. Centerfold repaired neatly.",435,,16,SELL
4107,Italy,Munster,1560c,10,13,Der Statt Rom Boden unnd Circkelsampt,Woodcut map of Rome and the Tiber River.,275,,16,SELL
5655,Italy,Munster,1545,10,7,De Italia,Page from Cosmographica in Latin with wood cut view of a town in Italy. Early printing,35,,16,SELL
3741,Crete,Ortelius,1601,3,4,Candia,From a miniature Ortelius atlas. Crete is seen with many place names.Original old color.Strapwork cartouche.,275,,16,SELL
4344,Greece,Ortelius,1570,14,20,Graeciae Universae Secundum Hodiernum Situm Neoterica Descriptio,"Brilliant color decorates this important map of Greece by Ortelius. From the first atlas.German text, verso. Excellent condn.",2300,,16,SELL
513,Italy,Ortelius,1595,12,18,"Apuliae,Quae Olim lapygia, Nova Corographia, Calabria Descrip.","Two maps of the boot of Italy, the Heel and the Toe,ie,Apuliae and Calabriae.Fine sea monster and a sailing ship.uncolored.Excellent impression.Verso text in Spanish.",445,,16,SELL
3717,Italy,Ortelius,1601,3,4,Ducatus Mediola,"From a Miniature Ortelius Atlas published by Vrints. Brilliant original color.Matted.Early town names.Area around Milan.Genoa, Como. North is to the right.",190,,16,SELL
3723,Italy,Ortelius,1601,3,4,Perusia,From a Miniature Ortelius Atlas published by Vrints. Brilliant original color.Matted.Early town names.Perugia etc.,185,,16,SELL
3724,Italy,Ortelius,1601,3,4,Veronensis Ager.,"From a Miniature Ortelius Atlas published by Vrints. Brilliant original color.Matted.Early town names.Verona ,Lago di Guardia,etc.",185,,16,SELL
3725,Italy,Ortelius,1601,3,4,Sicilia,From a Miniature Ortelius Atlas published by Vrints. Brilliant original color.Matted.Early town names.Rare to find original bright color as this.,245,,16,SELL
3794,Italy,Ortelius,1601,3,4,Pedemontana Reg.,From a miniature Ortelius atlas.Original old color.The Riviera area.,195,,16,SELL
3795,Italy,Ortelius,1601,3,4,Cremonensis Ager,From a miniature Ortelius atlas.Original old color.The area around Cremona.,185,,16,SELL
4368,Italy,Ortelius,1575,14,22,Italiae Novissima Descriptio\,"Ortelius map of Italy by Gastaldi.Neptune and a Mermaid depicted off shore.French text, verso.Old color.",1800,,16,SELL
1461,Italy,Perrier,1778*,15,20,Carte Du Golfe De Pouzzoles Avec Une Partie Des Champs Philegreens Dans La Terre De L,Beautifully engraved map of Italian coast near Naples.Made for the King.Spectacular three dimensional feeling in this 1780 map.Rare.,375,"Map of Gulf of Pozzuoli with Part of Phlegraean Fields in the Land of Plowing, Map of the Gulf of Pouzzoles with part of the 17th Century Phlegrean Fields, signed: Gravée par Perrier; Ecrite par Droiiet, N °., 96, after p. 158, Perrier (gravé); Droiiet (écrit), 1780, Jean Claude Richard Saint Non: Voyage pittoresque ou description des royaumes de Naples et de Sicile. Seconde partie du premier vol. Paris: [Clousier] 1781-1786",16,SELL
1676,Italy,Pinkerton's Modern Atlas,1809,20,28,Northern Italy,Large engraved map. Outline color. Northern Italy at the start of the 19th Cent.Myriads of place names.,125,,16,SELL
3621,Greece,S.D.U.K.,1843*,16,12,Grecian Archipelago (Ancient),Classical Greece and its islands.Original minimal color.,125,,16,SELL
3623,"Greece,Crete",S.D.U.K.,1829*,12,14,"Turkey, Containing The Southern Part Of Greece And Candia",Classic map.Engraved view of the Acropolis of Athens adds interest.Greek islands and Crete shown.Line color.,125,,16,SELL
602,Italy,Soc.forthe Dffus.Useful Knowledge,1845c,12,15,Ancient Italy and Sicily,Ancient Sicily and Brutii.Outline color.Near by islands also seen.Outline color.,95,,16,SELL
3130,Italy,Steiler's Hand-Atlas,1853*,12,16,Italien,Detailed map of area.,65,,16,SELL
3133,Italy,Steiler's Hand-Atlas,1853*,12,16,Konigreich Beider Sicillien,Detailed map of area.,65,,16,SELL
3136,Italy,Steiler's Hand-Atlas,1853,12,16,Nordliches Italien,Detailed map of area.,35,,16,SELL
4415,Greece,Tallis,1850c,10,12,Greece,Striking map of Greece by Tallis with surrounding views.Hand colored.,245,,16,SELL
2006,Medit.,Tallis,1850c,13,10,British Possessions in the Mediterranean,"Gibralter, Corfu,Malta,Gozo,etc Handsome vignettes.",395,Swaen '16 $450/,16,SELL
5509,"Near East,Holy Land",Tallis,1850c,10,13,Turkey in Asia,"Tallis's map of the Near East.Decorative vignettes views of Jerusalem and Constantinople then of the Turkish Empire. Colored, bright",155,7/16,16,SELL
25,Italy photo Sicily,varied,18,9,10,Alb. Prints of Sicily,19 alb. By varied photog. And size@25 ea=475,475,,16,SELL
1688,italy,"Wedgwood, Geoffry",1929,10,15,Forum Romanum,A striking engraving of the Roman Forum made in 1929 by a listed British artist(see v.)The Forum monuments and edifices are grouped all together here.,200,,16,SELL
2633,Italy,"Wilkinson, R.",1794,10,8,"A New Map Of The Dominions Of The King Of Sardinia, With Part Of The Estates Of Genoa",Finely engraved map of Sardinia and part of Italy.Original color.Many important place names.,95,,16,SELL
4552,Argentina,,,4,6,Cap Horn,small engraved scene,10,,17,SELL (TU)
531,Brazil,18th Cent.,,5,6,"Scenes in Brazil,seven","7 engravings,3 same of Rio, 2 same of Brazilian jungle, 1 diamond mining,1 of a soldier escorting a captive native",70,,17,Donate TU (1/2019)
4115,Peru,Alcock,1900c,6,8,"(Casma coast, Peru)",Color lith. of this coastal area.,12,,17,SELL (TU)
5663,South America,Arrowsmith,1809,14,10,South America,"Detailed, Hand color.",65,,17,SELL (TU)
5195,Argentina,"Bankes, T.",1787,6,7,People of Terra Del Fuego with their Habitations,Engraved scene. From the Travels of Capt. Cook.,20,,17,SELL (TU)
443,Carib,"Bell,A.",1782,7,9,An Accurate Map of the West Indies,Detailed map of the area. Colored primitive Fla.,145,colored,17,Donate TU (1/2019)
3001,Brazil,Bellin,1756,9,6,Suite Du Bresil,Southeastern part of Brazil.Note the very large Paraguay.Colored.,45,,17,SELL (TU)
4039,Brazil,Bellin,1762,9,12,Cours de L'Orenoque,"Early Brazil areas by Bellin. Detailed engraving of this area, hand colored.",200,,17,Donate TU
4026,Carib,Bellin,1764,8,12,Carte de L'Isle St. Christophe,"Early map of St.Christopher.Decorative cartouche,colored",185,,17,Donate TU (1/2019)
461,Carib.,Bellin,,8,12,"Kaart Van DenEilanden Guadeloupe,Maria Galante,Desirade En De Saintes",Handsome map of these islands from a Dutch edn. By Bellin col.,165,,17,Donate TU (1/2019)
1337,Carib.,Bellin,1760,8,12,Carte de L'Isle de La Jamaique,"Fine French map of the island.w.a.f. repairs,col.",95,,17,Donate TU (1/2019)
1339,Carib.,Bellin,1760c,8,6,Carte de L'Isle de Marie Galant,"From a Bellin atlas.Finely engraved.Discovered by Columbus in 1493 and named after his ship.French settled the island in 1648, suffering numerous attacks from the British and French.Original early color",125,,17,Donate TU (1/2019)
4596,Columbia,Bellin,1762,9,12,"Carte des Provinces de Tierra Firme, Darien, Carthagene, et Nouvelle Grenade",Early Columbia. Hand colored.,155,,17,Donate TU
2673,Cuba,Bellin,1764,8,6,Le Port Marianne dans l'Isle de Cube,Hand colored  map of the Bay and Port.Bellin was France's leading cartographer of his day.,245,,17,Donate TU
4005,Cuba,Bellin,1764,9,7,Baye de Matance dans l'Isle de Cube,Hand colored chart of  Mattance with Fort St.Charles and Matance shown.,275,Fairwinds 300/,17,Donate TU (1/2019)
4196,Jamaica,Bellin,1758,8,12,Carte de L'Isle de Jamaique,A fine French map of this island.Parishes shown. Colored,265,,17,Donate TU (1/2019)
992,Peru,Bellin,1760c,8,12,Suite du Perou Audience de Charcas,Peru and its rivers emphasized. Hand color.,120,,17,SELL (TU)
782,South America,Bellin,1757,9,12,Carte de la Guyane,Map of Guyana with a delicate compass rose.Colored nicely.,175,,17,SELL (TU)
457,Martinique,Bellin (?),1785,12,8,Kaart van het eiland Martinique,"Handsome map of the island from a Dutch edition of Bellin, colored",165,col.,17,Donate TU (1/2019)
733,Paraguay,"Bellin, M.",1756,8,12,Carte du Paraguay,A huge Paraguay is shown.Mountain areas are shown. Color adds detail.,185,,17,SELL (TU)
3353,"South America,","Bellin, M.",1756,8,12,Carte Du Paraguay,A huge Paraguay is shown.Mountain areas are shown..colored,185,,17,SELL (TU)
5672,South America,"Bellin, N.",1753,9,12,Carte du Bresil,Hand colored.,85,,17,SELL (TU)
5491,South America,Bingley,1826*,11,7,South America,"Hand colored map of So.Amer, 1826 Emphasizes rivers. Colored.",60,,17,SELL (TU)
3436,"Venez,Col,Ecua",Black,1860c,14,10,"Venezuela, New Granada, Equador, Peru &C.",Color printed map of emerging South American countries.,40,,17,Donate TU (1/2019)
2104,south america,Blackie,1850c,8,10,Colombia,British map of emerging Colombia Federation.some  color.,85,,17,SELL (TU)
3570,South America,Blondeau,1775c,8,8,Amerique Meridionale*,Lovely hand colored map of South America. Terre Firme is seen.Falklands are the Malouines.Paraguay is huge.colored nicely*,145,,17,SELL (TU)
4517,Brazil,Bonne,1780c,9,7,Value of Objects Exported from Brazil to Portugal in the Years 1770-1775,A list of products exported from Brazil to Portugal.Itemized. Interesting.,15,,17,SELL (TU)
2915,Cuba,Bonne,1762c,6,8,Production de l'Or de l'Argene ..,A table showing the exports from Cuba to Spain 1748-1753 of gold and silver.,20,,17,Donate TU (1/2019)
2925,Cuba,Bonne,1775c,7,9,"Table of Imports to Cuba,1748-1753",Table of imports to Cuba from 1748 to 1753 from Spain to Cuba.Some line color.,20,,17,Donate TU (1/2019)
1336,Jamaica,Bonne,1760,8,12,Carte de L'Isle de La Jamaique,Handsome engraved map of Jamaica from mid eighteenth century.Nicely colored.Four mileage scales.,285,,17,Donate TU
2149,South America,Bonne,1750c,12,8,Amerique Meridionale,Finely engraved map of this continent.Handsome color.,135,,17,SELL (TU)
4856,Carib.,"Bonne, M.",1760c,13,8,Carte de L'Isle de la Martinique,"Martinique island by Bonne, French. Colored",195,,17,Donate TU (1/2019)
773,South America,"Bonne, M.",1756,14,10,Perou et Pays Circonvoisins,Coastal Peru and nearby areas from the French school of cartographers.Seven  mileage scales.,110,,17,Donate TU
460,Carib.,"Bonne, M.B.",1760c,13,9,Les Isles de la Guadeloupe,map of these French islands in the Carib. Colored,145,color,17,Donate TU (1/2019)
1440,guyane,"Bonne, M.B.",1760c,8,12,La Guyane Francoise avec Partie de La Guyane Hollandoise,Nicely colored map of the Guyanas.,110,,17,SELL (TU)
1454,Guyane,"Bonne, M.B.",1760c,8,12,La Guyane Francoise avec Partie de La Guyane Hollandoise,Nicely colored map of the Guyanas.,110,,17,SELL (TU)
5799,Central Americ,"Bonne, R.",1780,8,12,Partie Meridionale de L'Ancien Mexique ou de la Nouvelle Espagne,Central America under Spanish control.Four mileae scales. Paper is bluish due to indigo cloth discarded during French Revol. And used to make paper for maps.,120,,17,SELL (TU)
1220,Guyane,"Bonne,R.",1762c,13,9,La Guyane Francoise avec partie de La Guyane Hollandoise,The Guyanas as mapped by the French cartographers in mid 18th century. Hand colored.The blue color is characteristic of some Bonne maps made during the French Revolution when workers aprons of dyed Indigo were used to make paper.,125,,17,SELL (TU)
5058,"Brazil,Bolivia,Peru",Bradford,1835,8,10,"Brazil,Bolivia,& Peru",From Bradford's American Atlas.,95,,17,SELL (TU)
5020,Darien,british,1778*,9,10.25,"An Exact Map of the Provinces of Terra Fierma,Darien,Carthagena & New Grenada",Handsome map of the area. Colored,95,,17,SELL (TU)
3805,South America,british,1780,6.5,7,South America,"Early map of Sout America,little geography known by British.",55,,17,SELL (TU)
2353,Uruguay,British,1880c,11,8,Uruguay,color printed map of Uruguay,15,,17,SELL (TU)
790,Ecuador-photo,Bunningen,1995c,9,7,"three photos of native population,Quito",Scenes in the native market.ea.20 by named photographer.,60,,17,SELL (TU)
185,North America,Chatelain,1732,19,23,Nouvelle Carte de l'Amerique Septentrionale dresseeee.,Map of North America with the far West unknown.The Carribbean and the east coast are well detailed. A Fancophillic view of the newly exploited continent. Before the Amer. Revolution..Calif. Part of mainland. Colored,1200,$1100-Fairwinds Dec.'11 % Great Lakes but Erie unnamed.Pacifiic .W.empty no. of Mendocin.Tables list affiliation of tribes to colonial authority.  $1170/  another$1400,17,KEEP
184,South America,Chatelain,1719c,19,24,Nouvelle Carte de Geographie de La Partie Meridionale de L'Amerique...,"Large beautifully engraved and designed map of South America showing Terre Firme, hand colored in pastels. Lower rgt border added.",825,,17,KEEP
1590,So.Amer.,Chatelaine,1717c,20,23,"Carte De La Terre Ferme Du Perou, Du Bresil Et Du Pays Des Amazones","Handsome large map of No. So.Amer,after Delisle.Filled with place names and notations about Indian tribes and tributaries of the Amazon. The Inca Way (Grand chemin des Ingas) shown from Chuquisaca in Peru to Pasto in Colombia.",400,,17,Donate TU (1/2019)
5545,"Argentine, Uraguay,Paraguay,Chile",Colton,1859*,16,12,"Colton's Argentine Republic, Chili,Uraguay & Paraguay",Attractive hand colored map of emerging countries  of S.Amer.,165,,17,SELL
756,South America,Colton,1855*,13,16,Peru and Bolivia,Hand colored map of Peru and Bolivia. Inset plan of Lima.Decorative border typical of Colton maps.Bolivia has Pacific coast later lost.,185,,17,SELL
5635,South America,Colton,1855*,16,12,"Argentine Republic,Chili,Uruguay,Paraguay",Hand colored map of the countries..Decorative border typical of Colton maps.,135,,17,Donate TU (1/2019)
